鸡蛋,土豆,中筋面粉,盐,油
煮鸡蛋,啤酒,酱油,老抽,蚝油,白糖,盐,八角,香叶,花椒,干辣椒
吐司,芝士,黄油,牛奶,杏仁片,中筋面粉,糖
野荠菜,青菜,猪肉末,香菇,葱姜末,白胡椒粉,盐,李锦记生抽,水或菜汁,油,汤料：蛋皮 紫菜 榨菜 虾皮 葱花
一颗爱心,一颗耐心,一颗细心
牛奶,燕麦,鸡蛋
生猪皮,水,料酒,猪绞肉,葱姜水,盐,糖,鸡精,酱油,胡椒粉,香油,猪油,猪皮冻,中筋面粉,水
香蕉,鸡蛋,低筋面粉,泡打粉,玉米油,牛奶,糖,蔓越莓干
三能450克吐司金模两个量,高筋面粉,糖,盐,奶粉,水,即发干酵母,无盐黄油
水（水）,鸡蛋,中筋面粉,红糖（一定要）,糖,酵母粉,小苏打,盐,1,沙拉酱+肉松,2,花生酱（+肉松）,3,花生碎+芝麻碎+糖,4,草莓酱,5,酸豇豆+炒肉末,6,老干妈+土豆丝,7,打发甜奶油+果粒
蛋清,蛋黄,糖,糖,香草精,低筋面粉,纯牛奶,无盐黄油,糖,糖粉
紫薯,酸牛奶,蜂蜜,花生（或其他果仁）
香蕉,馄饨皮
饺子皮,糯米,干香菇,胡萝卜,香肠（也可以用酱肉 腊肉）,豌豆,咸蛋黄,花椒粉,生姜,盐,蚝油,老抽
牛油果（熟透了的为佳）,意面,全脂牛奶,芝士碎,火腿片（或火腿肠一根）,黄油（或橄榄油）,盐和胡椒,大蒜
土豆,培根,洋葱,黑胡椒碎,盐,玉米淀粉（可省略）
高筋面粉,低筋面粉,糖,麦芽糖,奶粉,水,鸡蛋,黄油,干酵母,盐
高筋面粉,全麦面粉,可可粉,酵母粉,糖,盐,黄油,鸡蛋,水,水磨糯米粉,玉米淀粉,牛奶,糖,黄油,红豆沙,核桃碎（任意坚果）,葡萄干
3人用豆浆机,南瓜（生）,糯米一小把（生）
白吐司,牛油果,香肠或火腿,芝士
切片面包,鸡蛋,芝士,黄瓜
中等土豆,洋葱,肉末,鸡蛋,中筋面粉,面包糠,盐,胡椒粉
鸡蛋,中筋面粉,纯牛奶（我用的瓶装子母奶）,糖,盐
龙须面或手工细面条,大葱或小葱,大蒜,红辣椒面或油泼辣子,陈醋,海鲜酱油或生抽,熟芝麻,菜籽油,盐,鸡精,青菜和香菜,生姜
吃货的食量~,对吃的兴趣~
鲜面条（干）,带皮腿肉,豆角,姜,八角,老抽
欧包切片（不是吐司）,软质乳酪,当季水果,腌制肉类,香草或色拉菜,坚果碎
鸡蛋,水,盐
中筋面粉,发酵粉,水,细盐
高筋面粉,红豆沙,水,干酵母,糖,盐,奶粉,蛋液,黄油
厚吐司,鸡蛋,牛奶,糖,黄油
面包粉,全麦粉,酵母,糖,盐,水,黄油,葡萄干,黑芝麻
高筋面粉,糖,盐,奶粉,水,酵母粉,黄油,（请根据自己吐司模大小换算用量）
高筋面粉,豆沙馅,低筋面粉,干酵母,糖,盐,鸡蛋,奶粉,水,黄油,蛋液
包子,鸡蛋,煮鸡蛋,西兰花,咸鱼干,青菜,花菜,小番茄
吐司面包,火腿,奶酪,鸡蛋,色拉油
猪肉馅,馄饨皮,紫菜,小葱,生抽,高汤,油,淀粉,盐
牛奶,燕麦粒
鸡蛋,中筋面粉,葱花,盐,水
中筋面粉,干酵母,水,红曲粉,黑芝麻,红豆沙
中筋面粉,鸡蛋,胡萝卜,牛奶
各种食材
猪肉糜,香菇,葱,糯米,酱油,盐,糖,料酒,食用油,饺子皮
小麦面粉,鸡蛋,枣,酵母粉,水,糖
碳水化合物,维生素,蛋白质
番茄,鸡蛋,面条,葱,盐,白糖,番茄酱,鸡精
低筋面粉,原味酸奶,植物油(或黄油),泡打粉,糖,盐
全麦吐司,蔬菜丁,奶酪丝,番茄酱,蘑菇,金枪鱼罐头
挂面,香菜（也可葱花）,酱油（我用的厨邦）,陈醋（我用的陈世家）,辣椒油（最好带芝麻）,盐,鸡精（太太乐）,花椒粉,胡椒粉（黑白胡椒均可 一定要加）,时令青菜,香油（差点忘记了）
金像高筋面粉,酵母,液体,盐,糖,黄油,红曲粉
洋葱,胡萝卜,鸡蛋,米饭
细圆挂面,酱油,麻油（芝麻油/香油）,葱
鸡蛋,牛奶,中筋面粉,白糖,油,盐
酸奶,鸡蛋,低筋面粉,玉米淀粉,糖,柠檬汁
耐心,爱心
牛奶,年糕,蜂蜜
中筋面粉,酵母粉（红燕）,糖,食盐,植物油（无特殊气味）,水,中筋面粉,植物油（无特殊气味）,食盐,五香粉
高筋面粉,低筋面粉,淡奶油,牛奶,蛋液,糖,酵母,盐,TOPPING,椰蓉,炼乳,巧克力豆
中筋面粉,水,水,肉馅,糯米,玉米丁胡萝卜丁豌豆丁或者香菇,生抽 老抽 蚝油 盐 料酒 等
鸡蛋,温开水,盐,海鲜酱油
中筋面粉,小葱,鸡蛋,开水,油,盐,胡椒粉
高筋面粉,无糖可可粉,奶粉,酵母粉,鸡蛋+水,糖30-40克,盐,黄油,黑巧克力14克*6块,（面团中的水量请根据面粉的吸水性调整）
低筋面粉,香蕉,鸡蛋,糖,盐,泡打粉,香草粉,朗姆酒,牛奶
鲍鱼,蒜,粉丝,海鲜酱油,蚝油,料酒,糖
低筋面粉,玉米油,糖A（蛋白用）,糖B（蛋黄用）,鸡蛋,水,沙拉酱,肉松
中筋面粉,高筋面粉,香肠,糖,盐,干酵母,鸡蛋,水,黄油
中筋面粉,香葱,盐,食用油
鸡蛋
富强粉,葱花,水,盐,植物油,葱,姜,大料,桂皮,中筋面粉
生燕麦片 (裸麦片),牛奶 / 杏仁奶,酸奶,奇亚籽 (chia seeds),葡萄干或其他干果,压碎的各类坚果,中式一点可以加切碎的红枣枸杞黑芝麻,切片熟香蕉 (或一半压成泥),各种水果泥,蜂蜜或枫糖浆,肉桂粉,香草精,蛋白粉,新鲜切块水果,Granola格兰诺拉麦片,各种蔬菜水果脆片,各种水果泥,花生酱,巧克力酱……
大白馒头,红腐乳,白芝麻,植物油
切片吐司,鸡蛋,沙拉酱,盐,胡椒
土司面包,大蒜,细葱,黄油,黑胡椒,盐
奶油奶酪,糖,榴莲（净肉）,蛋,牛奶,玉米淀粉
高筋面粉,低筋面粉,糖,盐,即溶酵母,蛋,水,无盐黄油,白芝麻,汉堡胚,烤肉饼,生菜叶,鸡蛋,沙拉酱
虾仁,芦笋,洋葱,牛奶,鸡蛋,盐,黑胡椒粉,白芝麻,辣椒粉
中筋面粉,酵母粉（红燕）,糖,食盐,植物油（无特殊气味）,水,芝麻酱,香油（芝麻油）,食盐,中筋面粉,五香粉,糖浆（或蜂蜜）,老抽,水,熟白芝麻
中筋面粉,水,鸡蛋,圆白菜,虾仁,胡萝卜,豌豆粒,玉米粒,盐,沙拉酱,木鱼花（柴鱼片）,海苔
生南瓜籽,生葵花籽,生白芝麻或生亚麻籽或二者混合,快熟燕麦片（old-fashioned rolled oats）,生杏仁,切大块,生山核桃,无糖椰片（unsweetened coconut flakes）,肉桂粉,枫糖浆或蜂蜜或糙米糖浆,海盐,椰子油,香草精,杏干,切小块,葡萄干,樱桃干或其他果干,如菠萝干,芒果干等
高筋面粉,低筋粉,酵母,糖,盐,蛋液,水,黄油,台湾烤肠,沙拉酱,番茄酱,香葱或者干葱碎,蛋液（刷表面用）少许
南瓜,糯米粉,红豆馅
蒜蓉酱,中筋面粉,玉米面,鸡蛋,香菜,香葱,黑芝麻,甜面酱,油条
中筋面粉,鸡蛋,牛奶,泡打粉,色拉油,烹调油,关于计量单位
鸡蛋,花椒,八角,桂皮,香叶,干辣椒,丁香,老抽,生抽,冰糖,盐
藜麦（一人食）,一种主打低脂肉类（鸡胸肉,大虾,蟹肉,吞拿鱼肉,烟熏三文鱼,带子等）,一种主打菜,1,2种配菜,1,2种坚果,一种果干,奶酪,调料（柠檬汁,白葡萄酒醋,黑醋,橄榄油,低卡沙拉酱,巧克力酱等）
南瓜泥,中筋面粉,酵母,中筋面粉,水,酵母
低筋面粉,高筋面粉,裹入用黄油,水,黄油,盐,糖
玉米粉,白面,牛奶,酵母粉,白糖
红茶叶,牛奶,水,蜂蜜
蛋黄,炼乳,低筋面粉,苏打粉,红豆沙
中筋面粉,鸡蛋,牛奶,红枣,核桃,盐
中筋面粉,纯牛奶,酵母,泡打粉,糖
白吐司,咸火腿,芝士,鸡蛋,牛奶,橄榄油
中筋面粉,酵母,白糖,水,中筋面粉
面粉（中筋）,水(冬温/夏冰),酵母,盐,糖,色拉油
爱,耐心
速冻饺子,水,油
饺子馅,饺子皮
猪梅花肉,畅之味台湾烤肠调料,盐,料酒,水,淀粉,红曲粉,羊肠衣22-24mm
小葱,生抽,老抽,糖,挂面（口感偏硬的那种）,色拉油
低筋面粉,淡奶油,糖,盐,泡打粉
中筋面粉,水,中筋面粉,油,葱段,姜片,八角,桂皮,花椒,香葱,盐
中筋面粉,水（冷水）,小葱,熟黑芝麻（没有可不加）,甜面酱,香菜,生菜,鸡蛋
中筋面粉,水,酵母,糖,红豆,香肠
南瓜,水,盐,中筋面粉,糖,酵母
低筋面粉（cake flour）,香蕉（banana）,糖分(sugar),水（牛奶）,小苏打（banking soda),泡打粉（banking powder）,鸡蛋（egg）,无盐黄油（unsalted butte）,植物油,核桃仁
金像高筋面粉,低筋面粉,酵母,糖,盐,奶粉,鸡蛋,水,黄油,小香肠,番茄酱,沙拉酱,香葱碎,香草碎
泡菜,胡萝卜,尖椒,培根,芝士片,辣椒,中筋面粉,淀粉,玉米面,鸡蛋
高活性干酵母,全麦面粉120克,高筋面粉,葡萄干,水,盐,糖,橄榄油
鸡蛋,中筋面粉,淀粉或糯米粉,牛奶,巧克力酱
紫薯,大米,水
奶粉,蛋黄,柠檬汁,玉米淀粉,糖粉
蛋黄面糊,蛋黄,糖,水,色拉油（或玉米油）,低筋面粉,抹茶粉,蜜红豆,蛋白霜,蛋白,糖,表面装饰,抹茶粉与糖分
吐司片,芝士片,火腿,鸡蛋,牛奶
水磨糯米粉,水,油,红糖,白糖,蜂蜜,开水
糯米粉,粘米粉,澄粉,牛奶或椰奶,糖,油
材料A,蛋黄,牛奶,无味油,低筋面粉,肉松,盐,材料B,蛋白,柠檬汁,糖
英式玛芬（English Muffin）,荷兰酱（Hollandaise Sauce）,菠菜叶,培根,鸡蛋,盐,白醋（可选）,黄油
鸡蛋,牛奶,白糖,吐司
速冻饺子,油,中筋面粉
高筋面粉,淡奶油（可换成30克左右的牛奶或水）,蛋液,糖,盐,酵母,牛奶,黄油,芝麻,沙拉酱,肉松,蛋液,香葱碎
蛋黄,植物油,牛奶,香蕉,低筋面粉,蛋白,糖
土司片,芝士片,黄油,牛奶,淡奶油,糖,蜂蜜,杏仁片
韭菜,鸡蛋,虾皮,盐,香油,食用油
高筋面粉,植物油,盐,糖,鸡蛋,温牛奶,奶粉,酵母
黄油,土豆,耗油,黑胡椒,淀粉,水,牛奶,盐
【中种面团】,高筋面粉,低筋粉,水,酵母,【主面团】,高筋面粉,奶粉,糖,盐,蛋液,牛奶,黄油,【装饰】,沙拉酱,白芝麻,蛋液,肉松
面团材料,高筋面粉,蛋液,酵母,纯牛奶,糖,黄油,盐,奶粉,奶黄馅材料,鸡蛋,糖,中筋面粉/（中筋面粉）,纯牛奶,黄油,奶粉
中筋面粉,酵母,糖,水
肉末（猪牛都可以）,葱姜蒜,辣椒油,辣椒碎,小米泡椒1个,郫县辣酱半勺,,面条,鸡精,生抽老抽
白开水,鸡蛋,各种配鸡蛋吃的酱。
糯米,新鲜冬笋(没有新鲜的,罐头冬笋也可以),肉酱,水发香菇,老抽,生抽,生粉,糖,水饺皮
高筋面粉,全麦面粉,牛奶,蛋液,淡奶油,糖,盐,酵母,黄油,黄油,糖粉（舒可曼）,蛋液,盐,奶粉,蔓越莓干（舒可曼）
熟透的香蕉,大号鸡蛋,椰花糖或红糖或黑糖,香草精,融化的椰子油或无盐黄油或其他油,原味全脂酸奶或开菲尔酸奶或酪奶（室温）,全麦粉或kamut粉或斯佩尔特粉,小苏打粉,无铝泡打粉,肉桂粉,海盐,核桃或山核桃（pecan）,葡萄干
低筋面粉,蛋白,蛋,蛋黄,糖,食盐,色拉油
爱心,水果（苹果,芒果,香蕉,草莓,猕猴桃,梨,桔子等）,蔬菜（胡萝卜,黄瓜）,鸡蛋 （水煮或煎蛋）,火腿肠
汉堡面包,牛肉馅,番茄,黄瓜,生菜,姜末,料酒,胡椒粉,酱油,蚝油,味极鲜,蛋清,水淀粉,沙拉酱,做法：
红糖,水,耐高糖酵母,中筋面粉,鸡蛋
挂面,鸡蛋,油,香油,青椒,黄瓜,豆瓣酱,生抽
馒头,鸡蛋,水,盐,黑胡椒,食用油
低筋面粉,糖,泡打粉,牛奶,鸡蛋,黄油
高筋面粉,淡奶油,牛奶,糖,盐,酵母,蛋液,黄油,火腿肠,沙拉酱（表面装饰）,蛋液（表面装饰）,芝麻（表面装饰）,香葱（表面装饰）
土豆,鸡蛋,中筋面粉,葱花,盐,胡椒粉,鸡精
中筋面粉,水,细盐
高筋面粉,糖,牛奶,盐,炼乳,黄油,酵母,泡浆材料,黄油,糖,椰蓉,牛奶,蜜豆
面包（吐司/土司）,鸡蛋,盐或番茄酱
南瓜,淡奶油,水
去皮南瓜,中筋面粉,糖,酵母粉,水,枸杞子
烫种部分：高筋面粉,开水,糖,主面团部分：高筋面粉,烫种,糖,盐,鸡蛋,酵母,牛奶,淡奶油,黄油
土司一片（全麦更健康）,各种奶酪,各种水果,各种蔬菜,各种坚果,一些调料
吐司,鸡蛋,牛奶,糖,葡萄干干果水果神马的都行
鸡蛋,吐司,盐,沙拉酱,黑胡椒
贝果,各种夹心
耐高糖酵母,低筋面粉,澄粉,白糖,水,泡打粉,盐,低筋面粉
中筋面粉,酵母粉,食用碱,粉丝,木耳,香菜,胡椒粉,盐,黄花菜,羊肉,羊腿骨,小茴香,花椒,八角,草果,桂皮,白芷,砂仁,良姜,大葱,生姜,盐,干橘子皮,干辣椒
鸡蛋（带皮58克左右）,牛奶,黄油,糯米粉,泡打粉,可可粉,糖,盐
高筋面粉,中筋面粉（就是家里平时用的面粉）,牛奶,酵母,色拉油,蛋,白糖,盐,馅儿料
